CustomerID,Gender,Age,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,SupportTickets,SatisfactionScore,Churn
CUST004194,Male,23,0,Yes,Yes,35,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Bank Transfer,53.26,1866.57,1,3,No
CUST004195,Female,79,1,Yes,Yes,32,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Electronic Check,127.1,4030.39,1,1,Yes
CUST004196,Male,66,1,Yes,Yes,38,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-to-month,Electronic Check,77.15,2904.7,3,4,Yes
CUST004197,Female,32,0,Yes,Yes,18,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Mailed Check,53.38,1015.04,0,4,No
CUST004198,Male,66,1,Yes,Yes,19,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-month,Mailed Check,103.96,2017.27,0,4,Yes
CUST004199,Female,54,0,Yes,Yes,4,No,Cable,Yes,Yes,No,Yes,Yes,Yes,One year,Mailed Check,38.86,110.16,1,5,No
CUST004200,Female,40,0,Yes,Yes,23,No,Fiber Optic,No,No,No,Yes,No,No,Month-to-month,Mailed Check,68.1,1506.93,1,4,No
CUST004201,Female,51,0,Yes,Yes,20,No,Cable,No,Yes,Yes,No,Yes,Yes,One year,Credit Card,66.24,1374.62,0,4,No
CUST004202,Male,30,0,Yes,Yes,36,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-month,Credit Card,43.58,1616.52,1,5,No
CUST004203,Male,71,1,No,No,72,No,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Electronic Check,83.87,6027.2,3,5,No
CUST004204,Female,28,0,No,No,0,No,Fiber Optic,No,No,Yes,Yes,Yes,No,Month-to-month,Mailed Check,87.23,41.22,3,1,Yes
CUST004205,Male,42,0,No,No,1,No,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-month,Bank Transfer,98.81,51.63,1,3,Yes
CUST004206,Male,79,1,Yes,No,37,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Mailed Check,45.07,1632.26,1,5,No
CUST004207,Male,66,1,No,No,49,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Electronic Check,54.99,2672.32,0,5,No
CUST004208,Female,19,0,No,No,45,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Month-to-month,Credit Card,75.61,3461.77,0,2,Yes
CUST004209,Male,21,0,Yes,Yes,13,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-to-month,Credit Card,76.3,1005.57,1,2,Yes
CUST004210,Female,75,1,Yes,No,32,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Credit Card,64.88,2098.18,2,2,No
CUST004211,Male,29,0,No,No,21,No,Fiber Optic,No,No,Yes,No,Yes,No,One year,Bank Transfer,98.97,2021.75,3,1,No
CUST004212,Male,46,0,Yes,Yes,68,No,Fiber Optic,No,No,No,No,No,Yes,Month-to-month,Electronic Check,63.44,4315.41,3,3,Yes
CUST004213,Female,31,0,Yes,Yes,64,No,Fiber Optic,Yes,Yes,No,No,No,No,Month-to-month,Credit Card,100.72,6434.16,1,1,Yes
CUST004214,Female,54,0,No,No,8,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Credit Card,64.91,467.69,0,1,Yes
CUST004215,Male,62,1,No,No,46,No,DSL,No,No,Yes,No,No,No,Month-to-month,Electronic Check,34.87,1663.77,2,4,No
CUST004216,Female,31,0,No,No,38,Yes,Fiber Optic,Yes,No,No,Yes,No,No,One year,Credit Card,89.79,3429.38,0,3,No
CUST004217,Male,66,1,No,No,52,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Two year,Bank Transfer,65.09,3411.9,0,5,No
CUST004218,Female,63,1,Yes,No,10,No,Fiber Optic,No,No,No,Yes,No,Yes,Month-to-month,Bank Transfer,63.9,654.64,2,2,Yes
CUST004219,Female,43,0,Yes,No,71,Yes,Cable,Yes,Yes,No,Yes,No,No,Month-to-month,Electronic Check,54.6,3821.36,3,4,Yes
CUST004220,Male,22,0,Yes,No,4,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Credit Card,61.18,280.14,0,1,Yes
CUST004221,Female,57,0,No,No,43,No,Cable,No,Yes,Yes,No,No,Yes,One year,Mailed Check,34.89,1441.17,1,3,No
CUST004222,Female,80,1,Yes,No,17,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-month,Electronic Check,91.65,1553.84,1,2,Yes
CUST004223,Male,21,0,No,No,60,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Month-to-month,Credit Card,48.54,2909.01,2,4,No
CUST004224,Male,36,0,Yes,Yes,59,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Month-to-month,Electronic Check,87.58,5114.54,2,2,Yes
CUST004225,Female,77,1,Yes,Yes,41,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Credit Card,58.45,2448.17,2,3,Yes
CUST004226,Male,58,0,Yes,No,46,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Two year,Mailed Check,88.23,4110.75,2,5,No
CUST004227,Female,30,0,Yes,No,29,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Electronic Check,99.44,2891.43,1,2,Yes
CUST004228,Male,73,1,No,No,21,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank Transfer,40.96,903.34,1,1,Yes
CUST004229,Female,46,0,No,No,10,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Electronic Check,74.72,696.32,1,4,Yes
CUST004230,Male,57,0,No,No,42,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Mailed Check,54.77,2242.49,3,1,No
CUST004231,Female,64,1,No,No,6,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Bank Transfer,34.4,217.51,1,2,Yes
CUST004232,Female,50,0,Yes,Yes,10,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank Transfer,38.34,364.66,0,4,No
CUST004233,Male,23,0,No,No,52,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-month,Electronic Check,71.49,3753.53,0,2,No
CUST004234,Female,58,0,Yes,No,58,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Electronic Check,20.0,1182.04,1,4,No
CUST004235,Female,55,0,Yes,Yes,40,No,Fiber Optic,Yes,No,No,No,Yes,No,Month-to-month,Electronic Check,56.91,2317.3,2,5,Yes
CUST004236,Male,68,1,Yes,Yes,28,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,One year,Electronic Check,80.93,2230.83,1,5,No
CUST004237,Female,70,1,No,No,40,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Month-to-month,Electronic Check,55.73,2183.47,0,4,Yes
CUST004238,Male,68,1,Yes,Yes,40,Yes,Cable,Yes,Yes,No,Yes,No,Yes,One year,Mailed Check,68.7,2722.89,1,5,No
CUST004239,Female,19,0,Yes,Yes,62,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Two year,Credit Card,104.09,6508.35,1,1,Yes
CUST004240,Female,55,0,No,No,13,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-to-month,Bank Transfer,56.67,762.97,0,4,No
CUST004241,Male,56,0,No,No,18,No,Fiber Optic,No,No,Yes,Yes,No,Yes,Two year,Mailed Check,68.03,1196.87,1,5,No
CUST004242,Female,18,0,Yes,No,1,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Month-to-month,Bank Transfer,70.55,32.82,1,4,Yes
CUST004243,Female,58,0,No,No,20,No,Fiber Optic,Yes,No,No,No,No,No,Month-to-month,Electronic Check,86.39,1763.49,1,3,Yes
CUST004244,Female,55,0,No,No,68,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit Card,20.0,1338.29,2,5,Yes
CUST004245,Male,27,0,Yes,Yes,37,No,Cable,Yes,No,Yes,Yes,Yes,No,Month-to-month,Credit Card,89.41,3269.4,0,2,Yes
CUST004246,Female,66,1,Yes,No,13,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-to-month,Mailed Check,86.99,1079.36,1,5,Yes
CUST004247,Male,18,0,Yes,No,55,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Mailed Check,79.57,4405.08,2,3,No
CUST004248,Male,64,1,No,No,18,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Mailed Check,51.33,907.01,1,2,Yes
CUST004249,Male,68,1,No,No,3,Yes,Cable,Yes,Yes,Yes,No,No,Yes,Month-to-month,Bank Transfer,62.63,128.81,2,3,Yes
CUST004250,Female,40,0,Yes,Yes,63,No,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Electronic Check,44.86,2839.21,0,1,No
CUST004251,Female,23,0,No,No,72,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Bank Transfer,64.17,4674.79,1,5,No
CUST004252,Male,45,0,Yes,Yes,50,No,DSL,No,No,Yes,No,No,No,Month-to-month,Credit Card,72.6,3683.7,2,4,No
CUST004253,Male,79,1,No,No,42,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic Check,68.92,2895.33,0,1,Yes
CUST004254,Female,57,0,No,No,23,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Mailed Check,60.42,1342.63,1,3,No
CUST004255,Male,30,0,Yes,Yes,10,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank Transfer,45.6,402.65,1,3,Yes
CUST004256,Female,38,0,Yes,Yes,32,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,One year,Bank Transfer,73.18,2335.87,2,5,No
CUST004257,Male,67,1,Yes,Yes,51,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Electronic Check,20.0,968.33,0,5,No
CUST004258,Male,61,1,Yes,Yes,10,No,Cable,Yes,No,No,Yes,No,Yes,Month-to-month,Mailed Check,59.7,620.16,1,2,Yes
CUST004259,Female,53,0,Yes,No,15,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed Check,35.26,510.98,3,1,Yes
CUST004260,Female,57,0,Yes,No,3,Yes,Cable,No,No,No,Yes,No,Yes,One year,Mailed Check,70.55,266.35,4,3,No
CUST004261,Female,53,0,Yes,Yes,13,No,Cable,Yes,No,No,No,Yes,No,One year,Mailed Check,69.17,905.2,1,1,No
CUST004262,Female,22,0,No,No,51,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Electronic Check,63.27,3213.85,2,1,Yes
CUST004263,Male,24,0,Yes,Yes,10,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-month,Electronic Check,48.3,510.06,1,4,Yes
CUST004264,Female,20,0,Yes,No,16,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Electronic Check,66.07,1107.38,1,4,No
CUST004265,Female,60,1,No,No,50,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Bank Transfer,20.7,1069.36,0,3,Yes
CUST004266,Female,36,0,Yes,No,17,No,Cable,No,No,Yes,No,No,No,Month-to-month,Mailed Check,53.84,894.87,0,2,Yes
CUST004267,Female,44,0,Yes,No,53,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-month,Credit Card,81.37,4298.19,1,5,No
CUST004268,Female,44,0,Yes,No,70,No,Fiber Optic,No,No,No,No,No,Yes,Month-to-month,Bank Transfer,51.36,3613.53,0,4,Yes
CUST004269,Female,29,0,Yes,Yes,70,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Month-to-month,Bank Transfer,40.0,2749.85,2,2,Yes
CUST004270,Male,76,1,No,No,60,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Bank Transfer,74.19,4507.24,1,5,No
CUST004271,Male,44,0,No,No,19,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Mailed Check,64.39,1239.09,1,2,No
CUST004272,Male,80,1,Yes,Yes,23,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-month,Credit Card,63.92,1437.88,2,3,Yes
CUST004273,Female,73,1,No,No,40,Yes,DSL,Yes,No,No,Yes,No,No,One year,Electronic Check,59.73,2376.37,1,5,No
CUST004274,Female,38,0,No,No,15,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Two year,Electronic Check,48.9,708.34,1,3,No
CUST004275,Female,79,1,No,No,41,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Two year,Bank Transfer,63.06,2548.53,2,3,No
CUST004276,Female,19,0,No,No,34,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Electronic Check,30.25,1004.14,2,1,No
CUST004277,Female,68,1,No,No,36,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Month-to-month,Bank Transfer,51.07,1796.38,1,3,Yes
CUST004278,Female,42,0,Yes,No,14,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Electronic Check,49.88,716.39,2,1,No
CUST004279,Female,54,0,No,No,46,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Two year,Electronic Check,95.57,4348.37,0,4,Yes
CUST004280,Male,57,0,No,No,48,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic Check,27.04,1309.85,2,2,Yes
CUST004281,Female,69,1,No,No,66,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit Card,20.94,1371.0,5,4,No
CUST004282,Male,63,1,No,No,48,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Bank Transfer,68.71,3302.53,0,3,Yes
CUST004283,Male,44,0,Yes,No,63,Yes,Fiber Optic,No,No,No,Yes,Yes,No,One year,Bank Transfer,67.69,4211.6,2,4,No
CUST004284,Female,51,0,No,No,55,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Month-to-month,Bank Transfer,57.95,3176.03,2,1,Yes
CUST004285,Male,78,1,No,No,22,No,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-month,Credit Card,73.19,1632.55,1,4,Yes
CUST004286,Female,32,0,Yes,No,27,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-to-month,Mailed Check,57.97,1609.28,1,4,No
CUST004287,Male,40,0,Yes,Yes,61,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Electronic Check,55.29,3357.85,2,2,Yes
CUST004288,Male,51,0,Yes,Yes,35,Yes,Cable,No,Yes,Yes,No,No,No,Month-to-month,Bank Transfer,58.25,2072.77,0,2,Yes
CUST004289,Female,58,0,Yes,No,6,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Month-to-month,Credit Card,63.99,397.17,1,4,Yes
CUST004290,Female,53,0,Yes,Yes,62,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed Check,39.18,2423.54,0,2,No
CUST004291,Female,20,0,No,No,17,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-month,Credit Card,49.63,790.98,4,2,Yes
CUST004292,Male,49,0,Yes,No,12,No,Fiber Optic,No,Yes,Yes,Yes,No,No,Month-to-month,Electronic Check,76.42,941.02,4,5,Yes
CUST004293,Female,33,0,Yes,No,38,No,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-to-month,Bank Transfer,114.33,4401.89,1,1,Yes
CUST004294,Female,20,0,No,No,4,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Electronic Check,65.22,249.95,1,1,Yes
CUST004295,Female,56,0,Yes,No,17,No,Cable,Yes,No,No,Yes,Yes,Yes,Month-to-month,Credit Card,26.02,462.27,2,3,No
CUST004296,Male,31,0,No,No,18,No,Cable,No,No,No,Yes,No,Yes,Month-to-month,Bank Transfer,77.77,1428.26,1,2,Yes
CUST004297,Female,62,1,No,No,26,No,Cable,Yes,No,No,Yes,No,No,Two year,Mailed Check,60.88,1596.95,4,2,No
CUST004298,Male,45,0,No,No,27,No,Cable,No,Yes,Yes,Yes,Yes,Yes,Two year,Credit Card,53.17,1390.15,5,3,No
CUST004299,Female,25,0,No,No,12,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Bank Transfer,64.29,780.46,1,2,No
CUST004300,Female,65,1,Yes,Yes,17,Yes,Cable,No,Yes,No,No,Yes,No,Two year,Electronic Check,70.65,1245.95,2,2,Yes
CUST004301,Female,44,0,Yes,No,9,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,One year,Bank Transfer,50.32,422.23,2,5,No
CUST004302,Male,37,0,Yes,No,13,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Bank Transfer,83.71,1118.32,1,1,Yes
CUST004303,Female,67,1,No,No,53,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic Check,28.15,1504.58,2,3,No
CUST004304,Male,42,0,Yes,No,42,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,One year,Credit Card,62.1,2655.55,2,5,No
CUST004305,Female,31,0,No,No,20,No,Fiber Optic,Yes,No,Yes,No,No,Yes,Two year,Credit Card,88.67,1782.01,3,4,Yes
CUST004306,Female,46,0,Yes,Yes,21,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Credit Card,40.82,876.97,1,3,No
CUST004307,Female,18,0,No,No,36,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed Check,61.65,2210.1,0,1,No
CUST004308,Female,65,1,No,No,61,Yes,Cable,Yes,Yes,Yes,No,No,No,Month-to-month,Bank Transfer,68.56,4135.18,2,5,Yes
CUST004309,Female,22,0,Yes,Yes,3,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Credit Card,57.36,158.42,3,3,No
CUST004310,Male,30,0,Yes,Yes,54,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Bank Transfer,66.98,3564.91,0,4,Yes
CUST004311,Male,62,1,Yes,Yes,19,Yes,Fiber Optic,No,Yes,No,No,No,No,One year,Electronic Check,60.47,1145.97,2,2,No
CUST004312,Male,27,0,Yes,No,65,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic Check,23.96,1498.62,0,1,No
CUST004313,Female,45,0,No,No,42,Yes,DSL,No,No,No,No,No,Yes,Two year,Credit Card,69.23,2947.87,1,1,No
CUST004314,Male,71,1,No,No,52,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Credit Card,64.37,3383.85,0,2,Yes
CUST004315,Female,26,0,Yes,Yes,40,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank Transfer,64.97,2593.67,2,5,Yes
CUST004316,Male,20,0,No,No,3,No,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-month,Bank Transfer,71.85,216.87,2,1,Yes
CUST004317,Male,69,1,Yes,Yes,18,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Electronic Check,37.93,675.76,0,5,No
CUST004318,Male,63,1,No,No,49,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Bank Transfer,48.96,2393.32,0,2,No
CUST004319,Male,29,0,Yes,Yes,18,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-month,Electronic Check,72.95,1269.43,1,2,Yes
CUST004320,Male,30,0,No,No,70,No,Fiber Optic,No,No,No,Yes,No,No,Month-to-month,Electronic Check,74.8,5192.06,2,2,Yes
CUST004321,Female,53,0,No,No,37,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Electronic Check,57.0,2078.13,3,4,Yes
CUST004322,Male,31,0,No,No,66,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Month-to-month,Electronic Check,69.11,4616.38,2,3,No
CUST004323,Female,59,0,No,No,57,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit Card,20.0,1091.61,0,4,No
CUST004324,Male,56,0,Yes,No,43,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-month,Bank Transfer,87.46,3811.16,2,2,Yes
CUST004325,Female,27,0,Yes,Yes,24,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Month-to-month,Mailed Check,65.18,1589.35,3,3,No
CUST004326,Male,56,0,Yes,No,0,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Electronic Check,70.34,52.41,3,1,Yes
CUST004327,Male,32,0,Yes,Yes,0,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Mailed Check,58.74,24.21,0,3,Yes
CUST004328,Female,42,0,No,No,17,Yes,Cable,Yes,No,Yes,Yes,No,No,One year,Mailed Check,51.23,921.27,1,2,No
CUST004329,Female,76,1,Yes,Yes,29,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed Check,20.0,606.82,1,1,Yes
CUST004330,Male,62,1,No,No,48,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Electronic Check,72.82,3547.75,3,5,No
CUST004331,Female,66,1,Yes,No,52,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Bank Transfer,94.32,4873.15,0,2,Yes
CUST004332,Male,18,0,No,No,42,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Electronic Check,39.66,1612.06,1,4,No
CUST004333,Female,76,1,Yes,No,67,No,Fiber Optic,Yes,Yes,No,No,No,No,One year,Credit Card,50.3,3424.02,1,5,No
CUST004334,Female,57,0,Yes,Yes,67,No,Cable,Yes,Yes,Yes,No,No,No,Month-to-month,Credit Card,34.96,2371.05,3,5,Yes
CUST004335,Male,65,1,Yes,No,18,Yes,Cable,No,No,Yes,Yes,No,No,One year,Electronic Check,69.43,1247.86,3,5,Yes
CUST004336,Female,28,0,Yes,Yes,56,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Month-to-month,Mailed Check,48.09,2675.72,0,1,Yes
CUST004337,Male,35,0,No,No,23,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit Card,23.63,520.94,2,1,No
CUST004338,Female,18,0,Yes,Yes,53,No,DSL,Yes,No,No,Yes,No,No,Two year,Bank Transfer,56.45,3030.75,1,2,Yes
CUST004339,Female,78,1,No,No,69,No,Cable,No,Yes,No,No,Yes,Yes,One year,Electronic Check,44.21,3085.97,1,2,Yes
CUST004340,Female,25,0,Yes,No,38,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Two year,Electronic Check,42.12,1631.05,0,2,No
CUST004341,Male,29,0,No,No,28,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Two year,Mailed Check,75.01,2057.09,0,2,No
CUST004342,Male,38,0,No,No,18,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Electronic Check,80.45,1491.47,2,5,No
CUST004343,Male,54,0,No,No,15,Yes,Cable,No,No,Yes,No,No,Yes,Month-to-month,Mailed Check,64.24,952.02,0,2,Yes
CUST004344,Male,61,1,No,No,66,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Bank Transfer,89.6,5856.37,2,4,Yes
CUST004345,Female,53,0,Yes,No,13,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Credit Card,63.15,870.16,4,3,No
CUST004346,Female,30,0,Yes,Yes,31,No,Cable,No,Yes,Yes,Yes,Yes,No,Two year,Mailed Check,74.32,2333.66,2,2,No
CUST004347,Female,18,0,No,No,69,No,Fiber Optic,No,No,No,No,Yes,No,One year,Bank Transfer,59.73,4147.2,3,1,Yes
CUST004348,Male,65,1,Yes,Yes,6,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-month,Mailed Check,75.31,477.15,1,1,Yes
CUST004349,Female,71,1,Yes,No,11,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Credit Card,81.66,856.91,3,3,Yes
CUST004350,Male,35,0,Yes,No,8,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank Transfer,38.66,253.45,1,3,No
CUST004351,Male,60,1,No,No,21,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Mailed Check,50.05,1084.9,1,4,Yes
CUST004352,Female,40,0,No,No,34,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-to-month,Mailed Check,74.89,2502.22,2,1,Yes
CUST004353,Male,61,1,No,No,15,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,Electronic Check,56.58,858.79,4,1,Yes
CUST004354,Male,43,0,No,No,59,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Two year,Mailed Check,100.59,5928.16,1,1,Yes
CUST004355,Female,69,1,Yes,Yes,21,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-to-month,Credit Card,92.4,1998.7,3,4,Yes
CUST004356,Male,40,0,Yes,Yes,61,No,Cable,No,Yes,Yes,No,Yes,Yes,Two year,Bank Transfer,41.98,2557.9,0,4,No
CUST004357,Female,39,0,Yes,Yes,70,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Mailed Check,63.47,4418.87,1,4,No
CUST004358,Male,38,0,No,No,69,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Bank Transfer,20.0,1364.47,3,1,Yes
CUST004359,Male,18,0,No,No,40,No,Fiber Optic,No,Yes,No,No,No,Yes,Two year,Credit Card,80.17,3174.66,2,2,No
CUST004360,Female,41,0,No,No,30,No,Cable,No,No,Yes,No,No,Yes,One year,Electronic Check,48.58,1471.79,0,3,No
CUST004361,Female,62,1,No,No,63,Yes,Cable,No,No,No,No,No,No,Month-to-month,Bank Transfer,67.06,4266.33,0,4,Yes
CUST004362,Female,18,0,No,No,71,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit Card,29.57,2143.05,0,1,Yes
CUST004363,Female,60,1,Yes,No,53,No,Cable,Yes,Yes,No,No,Yes,Yes,Month-to-month,Mailed Check,49.87,2659.51,2,3,Yes
CUST004364,Female,48,0,Yes,No,19,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic Check,34.58,670.11,1,3,Yes
CUST004365,Male,21,0,Yes,Yes,67,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Credit Card,69.69,4725.6,1,4,No
CUST004366,Female,35,0,No,No,56,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Month-to-month,Electronic Check,96.17,5426.24,0,5,Yes
CUST004367,Female,67,1,No,No,24,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Month-to-month,Credit Card,54.28,1357.18,1,1,Yes
CUST004368,Male,43,0,No,No,14,No,Cable,No,Yes,Yes,Yes,No,No,Month-to-month,Bank Transfer,79.98,1142.19,0,4,Yes
CUST004369,Male,31,0,No,No,9,No,Fiber Optic,Yes,No,No,No,No,No,Month-to-month,Bank Transfer,95.02,901.59,5,4,Yes
CUST004370,Male,45,0,No,No,0,No,Cable,No,Yes,No,Yes,Yes,Yes,One year,Mailed Check,45.07,0.0,1,1,Yes
CUST004371,Male,30,0,No,No,33,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-month,Bank Transfer,59.06,1891.65,1,5,Yes
CUST004372,Male,18,0,Yes,No,72,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,One year,Bank Transfer,61.09,4405.8,0,5,No
