CustomerID,Gender,Age,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,SupportTickets,SatisfactionScore,Churn,TenureGroup,MonthlyChargeCategory,SupportLevel,AverageMonthlySpend
CUST005209,Female,20,0,Yes,Yes,27,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Mailed Check,20.0,516.69,2,3,No,2-4 Years,Low,Medium,19.13666666666667
CUST005210,Male,75,1,No,No,32,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Month-to-month,Electronic Check,113.02,3630.97,4,3,Yes,2-4 Years,High,High,113.4678125
CUST005211,Female,35,0,Yes,No,21,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Electronic Check,49.78,1079.68,0,4,No,1-2 Years,Low,Low,51.413333333333334
CUST005212,Female,67,1,No,No,10,Yes,Cable,Yes,No,No,No,Yes,Yes,Month-to-month,Credit Card,39.16,344.24,4,2,Yes,0-1 Year,Low,High,34.424
CUST005213,Male,27,0,No,No,68,Yes,Cable,No,Yes,No,Yes,No,Yes,Month-to-month,Credit Card,47.12,3181.57,0,5,No,4-6 Years,Low,Low,46.78779411764706
CUST005214,Female,64,1,Yes,No,23,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One year,Credit Card,58.8,1345.35,1,3,Yes,1-2 Years,Medium,Low,58.49347826086956
CUST005215,Female,56,0,Yes,No,10,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Mailed Check,73.95,785.95,1,2,Yes,0-1 Year,High,Low,78.595
CUST005216,Female,19,0,No,No,40,No,DSL,No,Yes,No,No,No,Yes,One year,Bank Transfer,74.93,2988.06,1,3,Yes,2-4 Years,High,Low,74.7015
CUST005217,Female,48,0,Yes,No,55,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Month-to-month,Mailed Check,63.09,3429.84,2,5,Yes,4-6 Years,Medium,Medium,62.360727272727274
CUST005218,Male,49,0,No,No,58,No,Fiber Optic,No,Yes,No,Yes,No,No,Two year,Mailed Check,81.18,4653.74,3,3,No,4-6 Years,High,Medium,80.23689655172413
CUST005219,Male,18,0,No,No,32,No,Fiber Optic,No,No,Yes,No,No,No,Month-to-month,Electronic Check,66.61,2160.94,2,2,Yes,2-4 Years,Medium,Medium,67.529375
CUST005220,Male,63,1,No,No,25,No,Cable,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Credit Card,44.1,1116.69,1,4,Yes,2-4 Years,Low,Low,44.6676
CUST005221,Female,32,0,No,No,60,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Electronic Check,38.33,2251.73,1,2,No,4-6 Years,Low,Low,37.52883333333333
CUST005222,Male,35,0,No,No,30,No,Cable,No,Yes,No,Yes,Yes,Yes,Two year,Electronic Check,32.83,1040.11,1,3,No,2-4 Years,Low,Low,34.67033333333333
CUST005223,Female,76,1,No,No,50,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,One year,Mailed Check,94.22,4761.02,0,2,Yes,4-6 Years,High,Low,95.22040000000001
CUST005224,Female,55,0,No,No,42,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Bank Transfer,62.64,2653.98,3,2,Yes,2-4 Years,Medium,Medium,63.19
CUST005225,Male,18,0,No,No,13,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Electronic Check,27.67,348.87,2,4,Yes,1-2 Years,Low,Medium,26.836153846153845
CUST005226,Male,66,1,Yes,Yes,21,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Electronic Check,84.73,1728.82,2,1,Yes,1-2 Years,High,Medium,82.3247619047619
CUST005227,Male,32,0,No,No,0,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Bank Transfer,83.61,0.0,1,3,No,0-1 Year,High,Low,0.0
CUST005228,Male,80,1,Yes,No,28,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Bank Transfer,99.94,2810.18,2,1,Yes,2-4 Years,High,Medium,100.36357142857142
CUST005229,Female,69,1,No,No,56,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Two year,Bank Transfer,82.47,4643.7,1,1,No,4-6 Years,High,Low,82.92321428571428
CUST005230,Female,65,1,Yes,No,22,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Electronic Check,79.08,1689.13,1,3,Yes,1-2 Years,High,Low,76.77863636363637
CUST005231,Female,24,0,Yes,Yes,55,Yes,Fiber Optic,No,Yes,No,No,No,No,Two year,Credit Card,113.03,6263.25,4,3,Yes,4-6 Years,High,High,113.87727272727273
CUST005232,Male,67,1,Yes,Yes,28,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Two year,Mailed Check,90.17,2552.87,1,3,No,2-4 Years,High,Low,91.17392857142856
CUST005233,Female,18,0,No,No,44,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Mailed Check,54.32,2387.67,0,2,Yes,2-4 Years,Medium,Low,54.26522727272727
CUST005234,Female,77,1,No,No,22,Yes,Cable,Yes,No,No,Yes,No,Yes,Month-to-month,Electronic Check,78.07,1751.95,1,3,No,1-2 Years,High,Low,79.63409090909092
CUST005235,Male,28,0,Yes,Yes,29,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,One year,Credit Card,55.63,1635.74,0,1,No,2-4 Years,Medium,Low,56.4048275862069
CUST005236,Female,29,0,No,No,52,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Bank Transfer,97.62,5100.75,5,2,Yes,4-6 Years,High,High,98.09134615384616
CUST005237,Male,51,0,No,No,6,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Mailed Check,63.51,324.13,0,1,Yes,0-1 Year,Medium,Low,54.02166666666667
CUST005238,Male,36,0,Yes,Yes,16,Yes,Fiber Optic,Yes,No,Yes,No,No,No,One year,Bank Transfer,76.82,1239.18,2,4,No,1-2 Years,High,Medium,77.44875
CUST005239,Male,68,1,Yes,No,45,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Electronic Check,57.0,2532.33,4,3,Yes,2-4 Years,Medium,High,56.274
CUST005240,Female,29,0,No,No,53,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-month,Mailed Check,56.19,2997.46,3,2,Yes,4-6 Years,Medium,Medium,56.555849056603776
CUST005241,Female,21,0,Yes,Yes,0,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Mailed Check,64.55,23.48,3,4,Yes,0-1 Year,Medium,Medium,0.0
CUST005242,Male,74,1,Yes,Yes,33,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Two year,Electronic Check,75.12,2497.84,2,3,Yes,2-4 Years,High,Medium,75.69212121212122
CUST005243,Male,25,0,No,No,25,No,Fiber Optic,Yes,No,No,No,No,No,One year,Credit Card,62.5,1616.31,1,3,No,2-4 Years,Medium,Low,64.6524
CUST005244,Female,70,1,Yes,Yes,19,No,Cable,No,No,No,No,Yes,No,Two year,Credit Card,62.83,1205.09,2,5,No,1-2 Years,Medium,Medium,63.425789473684205
CUST005245,Female,51,0,No,No,13,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Bank Transfer,22.25,244.65,2,3,No,1-2 Years,Low,Medium,18.81923076923077
CUST005246,Female,23,0,No,No,28,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Two year,Mailed Check,97.96,2778.86,0,3,No,2-4 Years,High,Low,99.245
CUST005247,Female,18,0,No,No,36,No,DSL,Yes,No,Yes,No,No,No,One year,Mailed Check,41.35,1544.44,2,3,No,2-4 Years,Low,Medium,42.90111111111111
CUST005248,Female,53,0,Yes,No,25,Yes,Fiber Optic,No,Yes,No,No,Yes,No,One year,Mailed Check,98.69,2449.13,0,2,Yes,2-4 Years,High,Low,97.96520000000001
CUST005249,Female,31,0,No,No,59,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Mailed Check,26.71,1562.23,4,1,Yes,4-6 Years,Low,High,26.478474576271186
CUST005250,Female,65,1,No,No,64,Yes,Cable,No,No,Yes,No,Yes,No,Month-to-month,Electronic Check,34.35,2139.81,2,4,Yes,4-6 Years,Low,Medium,33.43453125
CUST005251,Female,35,0,No,No,50,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Bank Transfer,80.41,4050.03,0,3,No,4-6 Years,High,Low,81.0006
CUST005252,Male,58,0,No,No,7,Yes,Cable,Yes,No,Yes,No,No,No,Month-to-month,Credit Card,87.51,570.78,0,1,Yes,0-1 Year,High,Low,81.53999999999999
CUST005253,Female,19,0,Yes,No,26,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Two year,Mailed Check,72.7,1921.43,3,2,Yes,2-4 Years,High,Medium,73.90115384615385
CUST005254,Female,58,0,Yes,Yes,42,No,Cable,Yes,No,No,No,No,No,Month-to-month,Electronic Check,51.68,2120.38,3,1,Yes,2-4 Years,Low,Medium,50.485238095238095
CUST005255,Male,35,0,Yes,No,71,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-to-month,Electronic Check,82.58,5923.07,1,3,Yes,4-6 Years,High,Low,83.42352112676056
CUST005256,Female,57,0,No,No,1,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Two year,Mailed Check,70.94,46.11,1,5,Yes,0-1 Year,Medium,Low,46.11
CUST005257,Female,78,1,No,No,24,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Electronic Check,55.76,1387.91,1,4,No,1-2 Years,Medium,Low,57.82958333333334
CUST005258,Male,18,0,Yes,No,35,No,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed Check,20.0,752.41,1,1,Yes,2-4 Years,Low,Low,21.49742857142857
CUST005259,Female,45,0,Yes,Yes,51,No,Fiber Optic,No,Yes,Yes,No,No,Yes,Two year,Credit Card,81.5,4188.06,0,1,No,4-6 Years,High,Low,82.11882352941177
CUST005260,Female,22,0,No,No,65,No,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank Transfer,20.0,1348.26,0,5,Yes,4-6 Years,Low,Low,20.742461538461537
CUST005261,Male,42,0,No,No,53,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Electronic Check,86.07,4544.75,1,1,Yes,4-6 Years,High,Low,85.75
CUST005262,Female,20,0,Yes,No,56,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,One year,Mailed Check,46.31,2543.28,0,2,No,4-6 Years,Low,Low,45.41571428571429
CUST005263,Female,72,1,Yes,Yes,29,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Credit Card,21.49,679.21,3,2,Yes,2-4 Years,Low,Medium,23.42103448275862
CUST005264,Male,68,1,Yes,Yes,33,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Two year,Bank Transfer,61.23,2000.93,4,3,No,2-4 Years,Medium,High,60.63424242424242
CUST005265,Female,19,0,No,No,14,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Bank Transfer,22.9,278.49,1,4,Yes,1-2 Years,Low,Low,19.892142857142858
CUST005266,Male,34,0,No,No,32,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Two year,Electronic Check,87.26,2772.23,3,3,No,2-4 Years,High,Medium,86.6321875
CUST005267,Female,53,0,No,No,40,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-to-month,Credit Card,84.19,3318.53,1,2,Yes,2-4 Years,High,Low,82.96325
CUST005268,Male,57,0,No,No,13,No,Fiber Optic,No,Yes,No,No,No,Yes,One year,Bank Transfer,80.79,1056.68,3,1,Yes,1-2 Years,High,Medium,81.28307692307693
CUST005269,Male,79,1,No,No,6,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Electronic Check,88.14,522.32,1,1,Yes,0-1 Year,High,Low,87.05333333333334
CUST005270,Male,46,0,No,No,37,Yes,Cable,Yes,Yes,No,No,No,Yes,One year,Mailed Check,70.41,2550.16,5,4,Yes,2-4 Years,Medium,High,68.92324324324323
CUST005271,Male,75,1,No,No,30,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Month-to-month,Electronic Check,70.17,2161.19,1,4,No,2-4 Years,Medium,Low,72.03966666666666
CUST005272,Female,33,0,Yes,Yes,7,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,One year,Electronic Check,96.95,625.83,2,5,No,0-1 Year,High,Medium,89.40428571428572
CUST005273,Female,66,1,No,No,65,No,Cable,No,Yes,No,Yes,No,No,Month-to-month,Bank Transfer,62.86,4051.54,0,3,Yes,4-6 Years,Medium,Low,62.331384615384614
CUST005274,Female,26,0,Yes,No,28,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Bank Transfer,77.06,2152.11,0,5,No,2-4 Years,High,Low,76.86107142857144
CUST005275,Female,22,0,Yes,Yes,66,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit Card,20.0,1271.76,0,1,Yes,4-6 Years,Low,Low,19.26909090909091
CUST005276,Female,35,0,Yes,No,24,No,Cable,No,Yes,Yes,No,Yes,Yes,One year,Credit Card,54.72,1372.1,0,4,No,1-2 Years,Medium,Low,57.17083333333333
CUST005277,Female,54,0,Yes,Yes,11,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Bank Transfer,69.17,761.39,1,4,Yes,0-1 Year,Medium,Low,69.21727272727273
CUST005278,Female,49,0,Yes,Yes,7,Yes,Cable,No,Yes,Yes,Yes,No,Yes,Month-to-month,Electronic Check,50.92,311.15,2,4,Yes,0-1 Year,Low,Medium,44.449999999999996
CUST005279,Male,32,0,Yes,No,12,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-to-month,Bank Transfer,101.97,1226.83,4,2,Yes,0-1 Year,High,High,102.23583333333333
CUST005280,Male,35,0,No,No,17,No,Cable,Yes,No,No,No,Yes,No,Month-to-month,Bank Transfer,70.49,1225.81,1,1,Yes,1-2 Years,Medium,Low,72.1064705882353
CUST005281,Male,75,1,Yes,Yes,35,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Two year,Electronic Check,91.13,3170.13,0,4,No,2-4 Years,High,Low,90.57514285714286
CUST005282,Female,40,0,No,No,11,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic Check,26.65,349.18,2,4,Yes,0-1 Year,Low,Medium,31.743636363636366
CUST005283,Male,58,0,Yes,No,30,No,Fiber Optic,No,Yes,No,No,Yes,No,One year,Bank Transfer,77.99,2358.36,4,1,Yes,2-4 Years,High,High,78.61200000000001
CUST005284,Male,46,0,Yes,No,21,No,Fiber Optic,No,No,Yes,Yes,No,No,Two year,Electronic Check,92.94,1924.36,2,2,No,1-2 Years,High,Medium,91.63619047619048
CUST005285,Male,36,0,Yes,Yes,55,No,Cable,No,No,No,Yes,No,No,Month-to-month,Mailed Check,52.3,2875.09,2,1,Yes,4-6 Years,Low,Medium,52.27436363636364
CUST005286,Male,29,0,Yes,Yes,11,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Mailed Check,54.92,584.78,2,5,Yes,0-1 Year,Medium,Medium,53.16181818181818
CUST005287,Male,18,0,Yes,No,57,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,Mailed Check,85.28,4862.48,0,3,Yes,4-6 Years,High,Low,85.30666666666666
CUST005288,Male,39,0,Yes,Yes,38,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed Check,20.0,755.84,0,1,No,2-4 Years,Low,Low,19.890526315789476
CUST005289,Female,28,0,Yes,Yes,19,No,DSL,No,Yes,No,Yes,No,No,One year,Credit Card,41.5,825.38,0,4,No,1-2 Years,Low,Low,43.44105263157895
CUST005290,Female,60,1,Yes,No,69,No,Cable,Yes,No,No,Yes,No,Yes,Month-to-month,Credit Card,65.59,4533.9,1,1,No,4-6 Years,Medium,Low,65.7086956521739
CUST005291,Male,69,1,Yes,No,39,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit Card,20.0,797.25,1,4,Yes,2-4 Years,Low,Low,20.442307692307693
CUST005292,Male,42,0,Yes,No,6,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Credit Card,74.08,492.43,0,1,Yes,0-1 Year,High,Low,82.07166666666667
CUST005293,Female,49,0,Yes,No,37,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank Transfer,20.0,699.57,0,5,Yes,2-4 Years,Low,Low,18.907297297297298
CUST005294,Female,32,0,No,No,24,No,Fiber Optic,No,No,No,Yes,No,No,Two year,Credit Card,70.6,1661.19,1,4,No,1-2 Years,Medium,Low,69.21625
CUST005295,Male,77,1,Yes,Yes,33,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Month-to-month,Mailed Check,92.18,3064.55,1,2,Yes,2-4 Years,High,Low,92.86515151515152
CUST005296,Female,33,0,No,No,3,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One year,Mailed Check,66.44,193.79,2,2,No,0-1 Year,Medium,Medium,64.59666666666666
CUST005297,Female,28,0,No,No,54,No,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank Transfer,20.0,1045.29,1,4,No,4-6 Years,Low,Low,19.357222222222223
CUST005298,Male,18,0,No,No,45,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-month,Electronic Check,40.89,1819.07,1,4,Yes,2-4 Years,Low,Low,40.42377777777778
CUST005299,Male,54,0,Yes,Yes,29,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-month,Bank Transfer,92.93,2744.47,0,5,Yes,2-4 Years,High,Low,94.63689655172413
CUST005300,Male,31,0,Yes,No,26,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Electronic Check,88.44,2290.39,1,4,Yes,2-4 Years,High,Low,88.09192307692307
CUST005301,Male,70,1,No,No,18,Yes,Cable,No,No,No,No,No,Yes,Month-to-month,Bank Transfer,69.83,1279.19,1,3,No,1-2 Years,Medium,Low,71.06611111111111
CUST005302,Male,77,1,No,No,50,Yes,Cable,Yes,No,Yes,No,No,Yes,Month-to-month,Electronic Check,54.69,2682.88,3,3,Yes,4-6 Years,Medium,Medium,53.6576
CUST005303,Female,73,1,No,No,45,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-month,Electronic Check,70.89,3208.03,3,5,Yes,2-4 Years,Medium,Medium,71.28955555555557
CUST005304,Male,36,0,No,No,58,No,Fiber Optic,No,No,No,Yes,Yes,No,One year,Bank Transfer,45.54,2658.23,1,3,No,4-6 Years,Low,Low,45.83155172413793
CUST005305,Female,44,0,Yes,No,2,Yes,Fiber Optic,No,No,No,Yes,Yes,No,One year,Credit Card,74.6,178.12,2,2,Yes,0-1 Year,High,Medium,89.06
CUST005306,Male,39,0,Yes,Yes,46,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed Check,49.64,2299.06,1,3,No,2-4 Years,Low,Low,49.979565217391304
CUST005307,Female,54,0,No,No,46,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit Card,20.0,973.95,2,5,No,2-4 Years,Low,Medium,21.172826086956523
CUST005308,Female,39,0,Yes,No,59,No,Cable,No,Yes,Yes,Yes,Yes,No,Month-to-month,Mailed Check,32.02,1874.42,1,4,No,4-6 Years,Low,Low,31.769830508474577
CUST005309,Female,80,1,No,No,48,Yes,Fiber Optic,No,No,Yes,No,Yes,No,One year,Mailed Check,74.98,3654.19,1,3,Yes,2-4 Years,High,Low,76.12895833333333
CUST005310,Female,47,0,No,No,0,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Electronic Check,89.84,0.0,3,5,Yes,0-1 Year,High,Medium,0.0
CUST005311,Male,34,0,Yes,No,53,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One year,Electronic Check,109.29,5750.61,0,3,Yes,4-6 Years,High,Low,108.5020754716981
CUST005312,Male,42,0,No,No,56,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Credit Card,44.95,2491.45,2,2,Yes,4-6 Years,Low,Medium,44.490178571428565
CUST005313,Male,69,1,Yes,Yes,63,No,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit Card,35.98,2227.02,2,3,No,4-6 Years,Low,Medium,35.34952380952381
CUST005314,Male,45,0,No,No,65,No,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit Card,54.53,3496.61,2,5,No,4-6 Years,Medium,Medium,53.794000000000004
CUST005315,Female,58,0,Yes,No,61,No,Cable,No,No,Yes,No,Yes,Yes,Two year,Bank Transfer,52.18,3163.0,2,4,No,4-6 Years,Low,Medium,51.85245901639344
CUST005316,Female,53,0,Yes,Yes,46,No,Cable,No,Yes,Yes,Yes,Yes,No,Month-to-month,Electronic Check,71.0,3304.64,1,5,No,2-4 Years,Medium,Low,71.84
CUST005317,Male,71,1,Yes,Yes,40,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Electronic Check,35.12,1423.46,1,5,Yes,2-4 Years,Low,Low,35.5865
CUST005318,Male,31,0,Yes,No,4,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Credit Card,64.64,278.98,0,4,Yes,0-1 Year,Medium,Low,69.745
CUST005319,Male,54,0,No,No,30,Yes,Cable,No,No,Yes,No,Yes,Yes,Two year,Credit Card,58.32,1747.43,1,1,Yes,2-4 Years,Medium,Low,58.24766666666667
CUST005320,Male,23,0,No,No,19,No,DSL,Yes,No,No,No,Yes,Yes,One year,Bank Transfer,28.67,516.72,0,3,No,1-2 Years,Low,Low,27.19578947368421
CUST005321,Female,25,0,Yes,No,67,No,Cable,Yes,No,Yes,Yes,No,Yes,Two year,Bank Transfer,75.58,5005.69,2,2,No,4-6 Years,High,Medium,74.71179104477612
CUST005322,Female,39,0,Yes,Yes,31,Yes,Cable,No,Yes,Yes,Yes,Yes,No,Month-to-month,Mailed Check,73.65,2335.55,1,3,No,2-4 Years,High,Low,75.34032258064516
CUST005323,Female,20,0,Yes,No,67,No,Cable,No,Yes,Yes,Yes,No,Yes,Month-to-month,Credit Card,52.53,3508.84,1,4,No,4-6 Years,Medium,Low,52.37074626865672
CUST005324,Female,66,1,Yes,Yes,17,Yes,Cable,Yes,Yes,No,No,Yes,No,Month-to-month,Credit Card,57.12,946.09,2,5,No,1-2 Years,Medium,Medium,55.652352941176474
CUST005325,Female,54,0,No,No,37,Yes,Fiber Optic,No,No,No,No,No,No,Two year,Electronic Check,59.09,2198.28,1,3,No,2-4 Years,Medium,Low,59.41297297297298
CUST005326,Female,34,0,Yes,Yes,41,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,One year,Credit Card,72.23,2934.65,3,3,No,2-4 Years,Medium,Medium,71.57682926829268
CUST005327,Female,22,0,No,No,71,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Electronic Check,41.55,2911.31,2,5,Yes,4-6 Years,Low,Medium,41.004366197183096
CUST005328,Male,32,0,Yes,Yes,14,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Two year,Credit Card,59.77,874.04,0,3,No,1-2 Years,Medium,Low,62.43142857142857
CUST005329,Female,76,1,Yes,No,54,No,Fiber Optic,No,No,Yes,Yes,Yes,No,One year,Bank Transfer,69.06,3775.51,2,1,Yes,4-6 Years,Medium,Medium,69.91685185185186
CUST005330,Male,38,0,No,No,63,No,Cable,No,Yes,Yes,No,No,No,Month-to-month,Bank Transfer,82.99,5264.62,0,5,Yes,4-6 Years,High,Low,83.56539682539682
CUST005331,Male,56,0,No,No,63,Yes,DSL,No,No,Yes,No,No,Yes,One year,Bank Transfer,69.76,4378.99,1,2,No,4-6 Years,Medium,Low,69.50777777777778
CUST005332,Male,19,0,Yes,No,65,No,Cable,Yes,No,Yes,Yes,Yes,No,Two year,Electronic Check,72.03,4652.53,0,5,No,4-6 Years,Medium,Low,71.57738461538462
CUST005333,Male,41,0,Yes,Yes,72,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-month,Mailed Check,67.21,4865.93,0,2,Yes,4-6 Years,Medium,Low,67.58236111111111
CUST005334,Male,28,0,Yes,Yes,49,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Bank Transfer,28.87,1385.94,0,1,Yes,4-6 Years,Low,Low,28.28448979591837
CUST005335,Male,70,1,No,No,42,No,DSL,No,No,No,No,Yes,No,Two year,Mailed Check,58.47,2469.86,2,3,No,2-4 Years,Medium,Medium,58.80619047619048
CUST005336,Male,38,0,Yes,Yes,66,Yes,Cable,No,Yes,No,Yes,No,No,Month-to-month,Bank Transfer,71.1,4652.47,0,3,No,4-6 Years,Medium,Low,70.4919696969697
CUST005337,Female,54,0,Yes,Yes,61,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Credit Card,37.81,2352.96,0,1,No,4-6 Years,Low,Low,38.57311475409836
CUST005338,Male,56,0,Yes,Yes,17,No,Cable,Yes,Yes,No,No,Yes,No,One year,Bank Transfer,60.49,1028.07,3,3,No,1-2 Years,Medium,Medium,60.474705882352936
CUST005339,Female,34,0,No,No,14,Yes,Cable,Yes,No,No,No,No,No,Month-to-month,Mailed Check,37.72,567.83,3,1,No,1-2 Years,Low,Medium,40.559285714285714
CUST005340,Male,42,0,No,No,59,No,Cable,Yes,Yes,Yes,Yes,Yes,No,One year,Bank Transfer,25.05,1533.66,1,2,No,4-6 Years,Low,Low,25.994237288135594
CUST005341,Female,25,0,No,No,35,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Electronic Check,55.78,2005.22,1,1,Yes,2-4 Years,Medium,Low,57.292
CUST005342,Male,79,1,Yes,Yes,8,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Mailed Check,30.96,242.87,0,3,Yes,0-1 Year,Low,Low,30.35875
CUST005343,Male,31,0,Yes,No,59,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Credit Card,45.51,2665.01,1,3,No,4-6 Years,Low,Low,45.169661016949156
CUST005344,Female,27,0,No,No,31,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Mailed Check,45.3,1424.75,0,3,Yes,2-4 Years,Low,Low,45.95967741935484
CUST005345,Male,55,0,Yes,Yes,66,No,Cable,Yes,Yes,Yes,No,No,No,Two year,Bank Transfer,58.49,3810.1,1,3,No,4-6 Years,Medium,Low,57.72878787878788
CUST005346,Male,54,0,No,No,15,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Credit Card,54.88,796.16,0,2,No,1-2 Years,Medium,Low,53.07733333333333
CUST005347,Female,21,0,Yes,No,68,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Bank Transfer,58.98,3982.77,3,3,Yes,4-6 Years,Medium,Medium,58.57014705882353
CUST005348,Female,37,0,Yes,Yes,31,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Two year,Bank Transfer,87.72,2748.77,0,5,No,2-4 Years,High,Low,88.67
CUST005349,Male,32,0,Yes,Yes,38,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-month,Credit Card,57.72,2225.17,0,1,No,2-4 Years,Medium,Low,58.557105263157894
